State,Year,Consumption.Commercial.Coal,Consumption.Commercial.Distillate Fuel Oil,Consumption.Commercial.Geothermal,Consumption.Commercial.Hydropower,Consumption.Commercial.Kerosene,Consumption.Commercial.Petroleum,Consumption.Commercial.Natural Gas,Consumption.Commercial.Solar,Consumption.Commercial.Wind,Consumption.Commercial.Wood
Nevada,2010,0,1991,690,0,44,2871,30573,232,0,251
Nevada,2011,0,2044,848,0,6,2826,31508,643,0,242
Nevada,2012,0,1183,783,0,2,2421,30039,706,0,212
Nevada,2013,0,1844,783,0,1,3138,32298,706,0,246
Nevada,2014,0,1666,783,0,1,2779,30074,831,0,256
Nevada,2015,0,2369,783,0,1,7964,31060,1072,0,280
Nevada,2016,0,2549,783,0,4,7742,32402,1455,0,321
Nevada,2017,0,2765,783,0,3,8225,33477,1537,0,342
Nevada,2018,0,2985,1088,0,3,8575,33960,1558,0,412
Nevada,2019,0,2571,4717,0,12,8432,36642,1561,0,389
New York,1969,7226,118345,0,0,3376,405291,130976,0,0,408
New York,1970,6888,118689,0,0,3548,402888,142427,0,0,412
New York,1971,7466,117185,0,0,3677,379433,148513,0,0,400
New York,1972,6439,121618,0,0,3802,375766,150259,0,0,414
New York,1973,7035,123016,0,0,3094,378759,147034,0,0,364
New York,1974,7258,113782,0,0,2702,336978,139432,0,0,376
New York,1975,6765,110474,0,0,2382,301102,130166,0,0,418
New York,1976,5327,121516,0,0,3259,346331,145525,0,0,491
New York,1977,6088,122174,0,0,2485,354436,132322,0,0,558
New York,1978,7667,121939,0,0,2221,333831,144684,0,0,691
New York,1979,5947,87754,0,0,1247,238109,145448,0,0,801
New York,1980,6600,84414,0,0,958,253199,165497,0,0,1965
New York,1981,9489,73383,0,0,896,169479,170182,0,0,2165
New York,1982,12604,79209,0,0,1128,206371,168291,0,0,1788
New York,1983,8061,69481,0,0,7310,163103,165987,0,0,2268
New York,1984,9826,81719,0,0,8082,205189,174685,0,0,1592
New York,1985,8063,76980,0,0,4889,199979,170006,0,0,1737
New York,1986,8767,106962,0,0,1295,246743,172098,0,0,1954
New York,1987,7286,98348,0,0,1802,230555,172193,0,0,2013
New York,1988,6092,98167,0,0,1176,222989,193404,0,0,2221
New York,1989,6090,100188,11,0,2945,213105,201859,3,0,5173
New York,1990,5429,89791,30,71,1525,211090,200703,4,0,4157
New York,1991,5717,86020,49,71,1208,202921,205021,4,0,4340
New York,1992,5579,94139,67,71,2315,204157,223575,4,0,4578
New York,1993,4639,93956,84,68,3493,211549,227176,5,0,7426
New York,1994,3939,94473,105,47,3052,203759,229568,5,0,7111
New York,1995,4777,91436,123,45,4051,186298,238543,6,0,7177
New York,1996,6184,90391,159,67,4260,181042,259905,7,0,7456
New York,1997,5616,83439,178,54,4544,156899,329539,8,0,14041
New York,1998,3330,69330,236,43,5565,122849,345255,9,0,12263
New York,1999,4041,81153,243,31,3866,137516,370435,10,0,12896
New York,2000,2286,88028,243,39,5374,159937,377693,12,0,13800
New York,2001,2524,98138,258,0,4955,154143,358876,14,0,9694
New York,2002,994,87469,281,0,2797,154705,371263,17,0,9929
New York,2003,1847,115109,383,0,3770,193609,348799,19,0,10337
New York,2004,3619,115819,432,49,4223,200264,368891,24,0,10106
New York,2005,3681,105227,506,32,4305,178289,282994,36,0,8082
New York,2006,3163,90538,539,51,2009,148340,265681,66,0,7499
New York,2007,2967,84479,571,35,1386,146962,291865,71,0,7964
New York,2008,1710,77725,613,0,726,134136,296435,91,0,8404
New York,2009,552,69682,702,41,960,132227,286839,132,0,2732
New York,2010,77,58038,792,29,874,115685,294137,258,0,2697
New York,2011,109,59489,581,54,953,112856,298879,462,0,2597
New York,2012,0,49609,751,36,338,83447,278947,945,0,2274
New York,2013,0,53152,751,54,159,80507,311216,1189,0,2636
New York,2014,0,48604,751,25,304,62028,330862,1742,0,2747
New York,2015,0,55509,751,42,158,80582,321411,2439,0,5414
New York,2016,0,46602,751,40,326,72373,312179,2926,0,5240
New York,2017,0,45681,751,56,175,70928,320411,4045,36,5243
New York,2018,0,46711,751,56,234,71553,341037,5604,28,5224
New York,2019,0,48168,751,58,422,73372,333194,7179,25,5128
Ohio,1969,16782,10656,0,0,940,22305,180809,0,0,349
Ohio,1970,16322,10777,0,0,877,21791,187630,0,0,348
Ohio,1971,16075,10653,0,0,823,21056,194156,0,0,335
Ohio,1972,15448,11736,0,0,725,22293,213072,0,0,343
Ohio,1973,16251,12372,0,0,721,24091,201804,0,0,320
Ohio,1974,23310,12023,0,0,658,24337,197733,0,0,337
Ohio,1975,17689,12462,0,0,606,30820,173427,0,0,365
Ohio,1976,19491,15605,0,0,855,35234,184067,0,0,410
Ohio,1977,22599,16640,0,0,868,38066,152782,0,0,461
Ohio,1978,25655,16426,0,0,776,36102,176610,0,0,585
Ohio,1979,17562,8958,0,0,476,25196,162215,0,0,688
Ohio,1980,10193,15092,0,0,737,30902,168879,0,0,1202
Ohio,1981,13509,15126,0,0,380,23947,164820,0,0,1221
Ohio,1982,14032,12255,0,0,346,20053,162239,0,0,1180
Ohio,1983,16880,20823,0,0,1958,29404,148454,0,0,1279
Ohio,1984,18413,25576,0,0,1375,40743,161101,0,0,1096
Ohio,1985,15966,12312,0,0,2496,20946,149621,0,0,1196
Ohio,1986,19432,13041,0,0,1075,27428,145521,0,0,1345
Ohio,1987,15099,13569,0,0,1071,28535,153603,0,0,1642
Ohio,1988,13750,13688,0,0,1498,34483,165146,0,0,1812
Ohio,1989,10304,11448,0,0,1362,27048,168304,0,0,4220
Ohio,1990,12632,11182,0,0,1072,21034,149250,1,0,3410
Ohio,1991,9703,9386,0,0,1022,18779,156977,1,0,3560
Ohio,1992,11753,9726,0,0,383,17021,166431,1,0,3755
Ohio,1993,11641,8088,0,0,1139,14901,170284,1,0,2378
Ohio,1994,10308,7955,95,0,819,14539,172977,1,0,2277
Ohio,1995,8692,9946,111,0,503,16401,181837,1,0,2298
Ohio,1996,13735,7770,143,0,878,15451,197194,1,0,2521
Ohio,1997,6991,8161,160,0,718,23805,192129,1,0,2622
Ohio,1998,8787,6540,213,0,1236,15748,162923,1,0,2193
Ohio,1999,4610,10535,213,0,731,17655,173810,2,0,2190
Ohio,2000,4621,10127,213,0,750,18340,185436,2,0,2402
Ohio,2001,4933,10973,237,0,831,16074,179856,2,0,2948
Ohio,2002,7597,13127,258,0,525,19628,169540,3,0,3517
Ohio,2003,4258,10510,353,0,1152,17383,186088,3,0,3542
Ohio,2004,8758,11238,400,0,1461,18323,177962,4,0,3477
Ohio,2005,7356,7389,469,0,1268,14899,173942,5,0,3455
Ohio,2006,2411,8902,500,0,911,14997,152699,7,0,3119
Ohio,2007,3073,10211,531,0,474,16730,166559,7,0,4049
Ohio,2008,6451,11290,571,0,234,17564,173786,9,0,3495
Ohio,2009,5832,14201,658,0,160,20176,167268,8,0,2999
Ohio,2010,6019,14057,742,0,152,19500,161791,58,0,2961
Ohio,2011,5146,13243,949,0,72,17719,166465,136,0,2850
Ohio,2012,3492,14517,839,0,38,17940,150404,486,0,2496
Ohio,2013,3883,13015,839,0,27,17136,174535,539,0,2893
Ohio,2014,3538,11410,839,0,52,15680,194152,652,0,3015
Ohio,2015,2195,11812,839,0,35,30381,178307,742,0,3160
Ohio,2016,1207,11855,839,0,71,30887,163844,790,24,3343
Ohio,2017,20,12031,839,0,37,31485,168456,912,34,3303
Ohio,2018,0,12301,839,0,45,32485,190915,1052,30,3241
Ohio,2019,0,12366,839,0,54,33116,189282,1082,30,3075
Oklahoma,1969,48,701,0,0,1099,8006,42097,0,0,118
Oklahoma,1970,57,552,0,0,1319,8414,45326,0,0,116
Oklahoma,1971,35,968,0,0,1036,8512,43321,0,0,108
Oklahoma,1972,35,2099,0,0,984,10864,44668,0,0,111
Oklahoma,1973,43,2409,0,0,1034,11913,40788,0,0,108
Oklahoma,1974,59,2413,0,0,827,10756,42092,0,0,110
Oklahoma,1975,44,2363,0,0,601,9603,41647,0,0,129
Oklahoma,1976,51,3186,0,0,319,10321,44521,0,0,142
Oklahoma,1977,106,2851,0,0,355,9720,48849,0,0,161
Oklahoma,1978,66,3460,0,0,455,10241,45916,0,0,212
Oklahoma,1979,308,1220,0,0,153,5698,52319,0,0,259
Oklahoma,1980,552,1838,0,0,85,4948,47228,0,0,71
Oklahoma,1981,75,3051,0,0,215,6268,41899,0,0,72
Oklahoma,1982,291,912,0,0,1372,5523,46137,0,0,130
Oklahoma,1983,38,3479,0,0,73,7559,45792,0,0,75
Oklahoma,1984,99,4273,0,0,69,8651,45183,0,0,122
Oklahoma,1985,54,4262,0,0,112,7597,41595,0,0,133
Oklahoma,1986,66,1727,0,0,31,4628,37350,0,0,149
Oklahoma,1987,39,2616,0,0,30,5605,33431,0,0,208
Oklahoma,1988,137,3829,0,0,243,6843,49668,0,0,230
Oklahoma,1989,9,4328,0,0,499,7829,39356,0,0,535
Oklahoma,1990,2,3646,0,0,71,7095,37990,0,0,486
Oklahoma,1991,21,2819,0,0,55,5545,40110,0,0,507
Oklahoma,1992,20,2163,0,0,21,4153,35935,0,0,535
Oklahoma,1993,8,1895,0,0,29,3035,41624,0,0,899
Oklahoma,1994,22,1393,0,0,22,2465,37449,0,0,861
Oklahoma,1995,248,1571,0,0,29,2666,40219,0,0,869
Oklahoma,1996,23,2228,0,0,28,3617,47194,0,0,902
Oklahoma,1997,4495,3296,0,0,92,4677,45350,0,0,526
Oklahoma,1998,18,3602,0,0,119,5071,44092,0,0,460
Oklahoma,1999,35,2108,0,0,66,4004,40382,0,0,483
Oklahoma,2000,0,1411,0,0,182,3651,43476,0,0,517
Oklahoma,2001,14,3914,0,0,45,5932,41633,0,0,504
Oklahoma,2002,21,2035,0,0,28,4688,41419,0,0,516
Oklahoma,2003,21,569,0,0,27,3323,38609,0,0,537
Oklahoma,2004,0,1707,0,0,37,3722,38246,0,0,525
Oklahoma,2005,19,1464,0,0,50,3657,40534,0,0,509
Oklahoma,2006,61,1693,0,0,49,3812,36676,0,0,473
Oklahoma,2007,2,2735,0,0,46,5306,42044,0,0,502
Oklahoma,2008,0,3546,0,0,21,5903,42192,0,0,530
Oklahoma,2009,0,4285,0,0,17,6354,42776,0,0,777
Oklahoma,2010,0,3758,0,0,17,6378,43106,0,0,767
Oklahoma,2011,0,3094,0,0,22,5424,41582,3,0,739
Oklahoma,2012,0,3965,0,0,11,6029,37279,5,0,647
Oklahoma,2013,0,3388,0,0,6,5859,45804,7,0,750
Oklahoma,2014,0,3693,0,0,8,6368,48841,7,0,781
Oklahoma,2015,0,4819,0,0,4,11202,43921,7,0,580
Oklahoma,2016,0,5462,0,0,2,11973,38850,7,0,538
Oklahoma,2017,0,5913,0,0,2,12007,39447,12,0,475
Oklahoma,2018,0,3202,0,0,2,9922,48505,34,0,629
Oklahoma,2019,0,4750,0,0,1,11584,50334,42,0,626
Oregon,1969,639,9946,0,0,121,21097,10503,0,0,190
Oregon,1970,326,9362,0,0,261,20564,11871,0,0,173
Oregon,1971,504,9823,0,0,133,21857,14173,0,0,165
Oregon,1972,395,10026,0,0,78,24223,15184,0,0,153
Oregon,1973,235,9229,0,0,31,22473,14541,0,0,139
Oregon,1974,190,7830,0,0,194,19864,13991,0,0,141
Oregon,1975,213,7213,0,0,194,15141,16516,0,0,186
Oregon,1976,341,8026,0,0,162,14653,14499,0,0,210
Oregon,1977,321,9404,0,0,278,15942,11317,0,0,241
Oregon,1978,311,8694,0,0,578,15378,12671,0,0,249
Oregon,1979,292,8159,0,0,255,12839,14439,0,0,300
Oregon,1980,305,10440,0,0,210,18542,15872,0,0,154
Oregon,1981,66,5573,0,0,301,14557,15578,0,0,184
Oregon,1982,98,5825,0,0,68,17760,17049,0,0,158
Oregon,1983,68,10475,0,0,254,14677,15764,0,0,193
Oregon,1984,88,12280,0,0,162,16514,17624,0,0,231
Oregon,1985,53,7837,0,0,147,11166,19614,0,0,252
Oregon,1986,16,7931,0,0,41,11912,17214,0,0,283
Oregon,1987,53,8004,0,0,30,11316,17186,0,0,414
Oregon,1988,95,8239,0,0,50,12090,18829,0,0,457
Oregon,1989,116,6335,233,0,41,9714,20980,0,0,2418
Oregon,1990,37,6946,237,0,46,10768,20913,0,0,1982
Oregon,1991,19,5766,239,0,22,9028,23014,1,0,2011
Oregon,1992,19,5096,240,0,27,8145,20318,1,0,1733
Oregon,1993,39,4738,238,0,61,6768,25023,1,0,2285
Oregon,1994,20,4617,240,0,79,6312,24024,1,0,1345
Oregon,1995,20,6177,229,0,80,7700,23417,1,0,1358
Oregon,1996,0,5302,251,0,213,6894,26712,1,0,1410
Oregon,1997,21,5536,249,0,125,6708,26751,1,0,1464
Oregon,1998,0,5786,308,0,355,7467,27285,1,0,1279
Oregon,1999,4,4850,325,0,173,6290,30229,1,0,1345
Oregon,2000,0,5783,358,0,161,7411,29481,2,0,1439
Oregon,2001,0,7007,408,0,412,8931,28690,2,0,2475
Oregon,2002,0,5976,423,0,263,8028,28417,2,0,2535
Oregon,2003,0,3079,488,0,129,5230,26294,3,0,2639
Oregon,2004,0,3446,510,0,252,4781,26438,3,0,2580
Oregon,2005,0,3002,554,0,347,4817,28627,5,0,1590
Oregon,2006,0,2766,544,0,235,4546,28840,11,0,1475
Oregon,2007,0,2726,534,0,72,4106,29960,23,0,1566
Oregon,2008,0,3405,507,0,54,5320,31202,98,0,1653
Oregon,2009,0,4160,556,0,105,6035,30504,176,0,2248
Oregon,2010,0,4291,596,0,42,5985,27461,276,0,2219
Oregon,2011,0,2984,739,0,63,4781,31034,301,0,2136
Oregon,2012,0,1782,676,0,22,3432,29451,382,0,1871
Oregon,2013,0,1609,676,0,16,2987,30832,362,0,2168
Oregon,2014,0,2077,676,0,20,3441,29185,393,0,2259
Oregon,2015,0,2217,676,0,31,8060,26962,381,0,3020
Oregon,2016,0,2291,676,0,4,8702,28570,653,0,3702
Oregon,2017,0,2356,676,0,9,10537,33987,728,0,4080
Oregon,2018,0,3006,676,0,7,11336,30969,783,0,3629
Oregon,2019,0,2355,676,0,6,11031,34103,783,0,3905
Pennsylvania,1969,37458,30636,0,0,1704,78082,98879,0,0,394
Pennsylvania,1970,37521,31635,0,0,1666,81577,102617,0,0,385
Pennsylvania,1971,41625,31778,0,0,1806,79920,113644,0,0,367
Pennsylvania,1972,34307,34339,0,0,2119,83449,126566,0,0,379
Pennsylvania,1973,40547,34751,0,0,1599,82574,120454,0,0,337
Pennsylvania,1974,34366,32333,0,0,1250,73269,104948,0,0,347
Pennsylvania,1975,29421,31984,0,0,1001,65310,101471,0,0,394
Pennsylvania,1976,29007,35241,0,0,1075,70032,127632,0,0,468
Pennsylvania,1977,29131,35642,0,0,908,73528,114236,0,0,541
Pennsylvania,1978,35753,33519,0,0,822,70264,112999,0,0,703
Pennsylvania,1979,25353,32800,0,0,1009,60540,113799,0,0,842
Pennsylvania,1980,28677,34123,0,0,1094,48398,121069,0,0,1323
Pennsylvania,1981,35276,30055,0,0,1038,46877,131393,0,0,1457
Pennsylvania,1982,34822,27501,0,0,1338,40575,129078,0,0,1204
Pennsylvania,1983,30564,33250,0,0,2071,51064,118572,0,0,1527
Pennsylvania,1984,30910,39107,0,0,2773,59904,130519,0,0,1079
Pennsylvania,1985,23569,32085,0,0,2035,48216,119261,0,0,1178
Pennsylvania,1986,27179,38990,0,0,2236,52043,118563,0,0,1325
Pennsylvania,1987,30800,37585,0,0,1857,52339,118935,0,0,1369
Pennsylvania,1988,28068,37248,0,0,2385,52257,131968,0,0,1510
Pennsylvania,1989,29711,47243,2,0,1610,60057,137800,0,0,3517
Pennsylvania,1990,26279,38676,21,0,851,51349,130622,0,0,2841
Pennsylvania,1991,29068,36747,39,0,740,48008,129949,0,0,2966
Pennsylvania,1992,33164,36635,58,0,578,48336,139103,0,0,3128
Pennsylvania,1993,25206,37282,75,0,982,49227,136658,0,0,3323
Pennsylvania,1994,24629,44776,96,0,1896,59294,143466,0,0,3182
Pennsylvania,1995,25669,36862,113,0,2992,51829,148806,0,0,3212
Pennsylvania,1996,21628,35805,146,0,3150,51783,159911,1,0,3337
Pennsylvania,1997,27303,27974,163,0,1833,41867,149163,1,0,2308
Pennsylvania,1998,18912,26751,216,0,1608,41283,135755,1,0,2016
Pennsylvania,1999,15450,27643,216,0,1953,38606,148410,1,0,2120
Pennsylvania,2000,17427,31978,216,0,2307,44609,150410,1,0,2269
Pennsylvania,2001,17557,34880,230,0,2843,45851,143941,1,0,2198
Pennsylvania,2002,12961,43375,251,0,2199,53748,141340,1,0,2251
Pennsylvania,2003,15294,37585,344,0,2236,50395,155445,2,0,2344
Pennsylvania,2004,15376,36166,389,0,2320,49585,148204,2,0,2292
Pennsylvania,2005,14407,35632,456,0,2610,48121,150849,3,0,2475
Pennsylvania,2006,14269,33094,487,0,2379,43832,135369,4,0,2297
Pennsylvania,2007,16210,28456,517,0,1055,39095,151481,4,0,2439
Pennsylvania,2008,5224,35575,555,0,327,44342,150241,4,0,2574
Pennsylvania,2009,5026,24033,640,0,508,33395,149830,34,0,3405
Pennsylvania,2010,4729,23625,722,0,755,32261,146902,315,0,3361
Pennsylvania,2011,4343,21041,924,0,198,29970,146752,789,0,3236
Pennsylvania,2012,3286,17083,816,0,67,24211,132519,994,0,2834
Pennsylvania,2013,3073,18522,816,0,58,26715,156594,950,0,3285
Pennsylvania,2014,3082,19839,816,0,212,28806,167738,1074,0,3423
Pennsylvania,2015,1963,18765,816,0,144,40776,159442,1049,0,5120
Pennsylvania,2016,1031,15272,816,0,222,37840,148851,1137,0,5026
Pennsylvania,2017,645,17907,816,0,143,39583,152220,1328,0,5115
Pennsylvania,2018,362,20328,816,0,179,43464,171616,1413,0,5305
Pennsylvania,2019,311,19943,816,0,217,42817,167984,1505,0,4840
Rhode Island,1969,84,8371,0,0,47,14651,4012,0,0,20
Rhode Island,1970,82,8525,0,0,41,15100,5170,0,0,22
Rhode Island,1971,91,8958,0,0,40,16340,4625,0,0,21
Rhode Island,1972,78,9316,0,0,38,17021,4833,0,0,22
Rhode Island,1973,82,8825,0,0,22,16227,4722,0,0,22
Rhode Island,1974,77,7983,0,0,15,13677,4443,0,0,22
Rhode Island,1975,65,7882,0,0,11,12115,4292,0,0,24
Rhode Island,1976,64,8564,0,0,14,14006,2930,0,0,27
Rhode Island,1977,66,8429,0,0,9,14152,3058,0,0,29
Rhode Island,1978,59,7944,0,0,8,12085,4845,0,0,34
Rhode Island,1979,48,7241,0,0,6,9321,6224,0,0,38
Rhode Island,1980,54,3593,0,0,0,5154,6892,0,0,176
Rhode Island,1981,117,2220,0,0,6,3875,7018,0,0,156
Rhode Island,1982,163,2521,0,0,11,4419,7417,0,0,133
Rhode Island,1983,144,3363,0,0,16,5694,7217,0,0,163
Rhode Island,1984,142,3955,0,0,64,6991,7690,0,0,108
Rhode Island,1985,90,2871,0,0,23,6951,7840,0,0,118
Rhode Island,1986,94,5237,0,0,23,13002,6913,0,0,133
Rhode Island,1987,81,5926,0,0,31,9802,9653,0,0,109
Rhode Island,1988,61,5386,0,0,16,9882,8577,0,0,120
Rhode Island,1989,64,5043,0,0,26,8529,8999,0,0,279
Rhode Island,1990,101,4657,0,0,9,9040,8288,0,0,331
Rhode Island,1991,83,5228,0,0,6,9525,8492,0,0,346
Rhode Island,1992,101,4081,0,0,18,7923,9231,0,0,365
Rhode Island,1993,59,3973,0,0,14,8502,9472,0,0,466
Rhode Island,1994,64,5236,0,0,27,9707,12456,0,0,446
Rhode Island,1995,64,4312,0,0,173,8096,12410,0,0,450
Rhode Island,1996,71,4703,0,0,11,9493,13525,0,0,468
Rhode Island,1997,63,4319,0,0,313,8992,12745,0,0,407
Rhode Island,1998,53,3607,0,0,382,7038,11788,0,0,356
Rhode Island,1999,36,2964,0,0,226,5967,12163,1,0,374
Rhode Island,2000,46,3658,0,0,108,6866,13583,1,0,400
Rhode Island,2001,45,3666,0,0,556,7511,13184,1,0,339
Rhode Island,2002,67,3855,0,0,312,7187,11815,1,0,347
Rhode Island,2003,88,5878,0,0,29,9069,11689,1,0,361
Rhode Island,2004,68,4998,0,0,39,7988,11593,1,0,353
Rhode Island,2005,70,3993,0,0,53,7254,11271,2,0,97
Rhode Island,2006,44,3536,0,0,56,5544,10120,23,0,90
Rhode Island,2007,35,3977,0,0,3,5846,11547,22,0,96
Rhode Island,2008,0,3333,0,0,8,4767,11106,20,0,101
Rhode Island,2009,0,4925,0,0,2,6271,10982,18,0,198
Rhode Island,2010,0,3996,0,0,3,4771,10699,18,0,195
Rhode Island,2011,0,3044,0,0,4,3751,11102,57,0,188
Rhode Island,2012,0,2709,0,0,1,3232,10396,102,0,165
Rhode Island,2013,0,3140,0,0,1,3740,11996,91,0,191
Rhode Island,2014,0,4892,0,0,3,5587,13554,93,72,199
Rhode Island,2015,0,3121,0,0,2,4744,12354,100,65,268
Rhode Island,2016,0,2194,0,0,3,3790,11076,145,63,247
Rhode Island,2017,0,2048,0,0,2,3493,11684,247,66,247
Rhode Island,2018,0,2195,0,0,4,4016,13112,467,68,187
Rhode Island,2019,0,1730,0,0,5,3690,12783,1090,68,252
South Carolina,1969,3153,3955,0,0,350,8493,13404,0,0,214
South Carolina,1970,2572,4157,0,0,304,8683,14238,0,0,184
South Carolina,1971,2777,3835,0,0,377,9015,14773,0,0,171
South Carolina,1972,2744,4294,0,0,287,9924,14521,0,0,160
South Carolina,1973,3632,3971,0,0,248,9628,16458,0,0,148
South Carolina,1974,3910,3441,0,0,155,8313,15182,0,0,160
South Carolina,1975,3969,2937,0,0,130,7857,17606,0,0,187
South Carolina,1976,2473,4028,0,0,145,10591,35864,0,0,205
South Carolina,1977,2042,4091,0,0,128,11065,32820,0,0,223
South Carolina,1978,791,3483,0,0,113,10026,25453,0,0,197
South Carolina,1979,937,3428,0,0,147,9343,18221,0,0,200
South Carolina,1980,3800,2803,0,0,142,6669,23643,0,0,291
South Carolina,1981,2079,2522,0,0,164,6986,19883,0,0,229
South Carolina,1982,2363,2352,0,0,142,5932,16027,0,0,342
South Carolina,1983,3585,4846,0,0,134,9358,16995,0,0,240
South Carolina,1984,2301,5699,0,0,229,10018,17068,0,0,318
South Carolina,1985,1272,5471,0,0,273,10218,15698,0,0,347
South Carolina,1986,4209,4559,0,0,313,8834,16372,0,0,390
South Carolina,1987,2320,5776,0,0,299,10520,17677,0,0,358
South Carolina,1988,2463,7032,0,0,147,11635,17942,0,0,395
South Carolina,1989,339,5992,0,25,400,10811,16956,0,0,919
South Carolina,1990,128,4199,0,25,70,8223,15828,0,0,646
South Carolina,1991,457,3523,0,25,66,7298,16224,0,0,674
South Carolina,1992,627,4545,0,25,77,8637,17094,0,0,711
South Carolina,1993,2224,5275,0,25,114,8908,17509,0,0,1266
South Carolina,1994,1299,4217,0,29,148,8187,18427,0,0,1212
South Carolina,1995,374,5833,0,34,148,9516,19380,0,0,1223
South Carolina,1996,412,5609,0,28,132,9042,20940,0,0,1271
South Carolina,1997,20,6106,0,18,91,9380,20170,0,0,1214
South Carolina,1998,532,8741,0,26,268,11853,20506,0,0,1060
South Carolina,1999,5495,6068,0,12,172,9422,21162,0,0,1115
South Carolina,2000,0,4414,0,9,308,8607,22736,0,0,1193
South Carolina,2001,0,4476,0,5,227,7834,21533,0,0,844
South Carolina,2002,1,3893,0,3,138,7203,21722,0,0,865
South Carolina,2003,0,3512,0,8,124,6555,23189,0,0,900
South Carolina,2004,0,3215,0,21,148,6924,23040,0,0,880
South Carolina,2005,0,3615,0,25,155,7254,22880,0,0,616
South Carolina,2006,1949,4028,0,16,153,7246,21474,0,0,571
South Carolina,2007,0,4004,0,7,105,6979,21690,1,0,607
South Carolina,2008,328,3705,0,6,101,7220,23024,1,0,640
South Carolina,2009,94,2954,0,12,37,5267,22641,1,0,553
South Carolina,2010,51,3489,0,10,104,6483,24666,1,0,546
South Carolina,2011,0,3201,0,0,27,5868,22588,8,0,526
South Carolina,2012,3,3036,0,1,11,5955,21834,9,0,460
South Carolina,2013,0,2868,0,37,6,5555,24292,8,0,534
South Carolina,2014,0,3070,0,28,8,6272,25994,9,0,556
South Carolina,2015,0,3200,0,22,7,11829,24473,15,0,271
South Carolina,2016,0,3561,0,17,6,12430,24482,97,0,283
South Carolina,2017,0,3532,0,12,4,12809,23875,301,0,239
South Carolina,2018,0,3472,0,22,18,12847,26211,584,0,260
South Carolina,2019,0,3288,0,22,14,12458,25610,708,0,237
South Dakota,1969,333,1430,0,0,0,3270,11257,0,0,13
South Dakota,1970,257,1767,0,0,0,3593,11406,0,0,12
South Dakota,1971,258,1582,0,0,0,3337,10634,0,0,12
South Dakota,1972,241,1812,0,0,0,3862,11253,0,0,11
South Dakota,1973,260,1623,0,0,0,3484,10595,0,0,11
South Dakota,1974,450,1377,0,0,0,3113,11659,0,0,12
South Dakota,1975,285,1329,0,0,0,3210,11488,0,0,13
South Dakota,1976,119,907,0,0,0,2951,15330,0,0,16
South Dakota,1977,319,651,0,0,0,2801,14787,0,0,18
South Dakota,1978,135,730,0,0,0,2847,13537,0,0,17
South Dakota,1979,213,2191,0,0,0,3602,9908,0,0,19
South Dakota,1980,247,2124,0,0,0,3435,8491,0,0,63
South Dakota,1981,855,1459,0,0,0,2589,8205,0,0,55
South Dakota,1982,299,1655,0,0,62,2886,9375,0,0,62
South Dakota,1983,67,1269,0,0,3,3005,8746,0,0,58
South Dakota,1984,132,1559,0,0,2,2993,9228,0,0,70
South Dakota,1985,257,1680,0,0,4,2828,10087,0,0,76
South Dakota,1986,368,1662,0,0,5,3114,9212,0,0,86
South Dakota,1987,55,2653,0,0,4,4329,8306,0,0,83
South Dakota,1988,53,2117,0,0,1,3606,8564,0,0,92
South Dakota,1989,43,1495,86,0,2,3289,8976,0,0,213
South Dakota,1990,44,1408,106,0,1,3231,8690,0,0,194
South Dakota,1991,57,1113,124,0,1,2389,9644,0,0,203
South Dakota,1992,16,1418,143,0,2,2659,9259,0,0,214
South Dakota,1993,14,1447,159,0,3,2499,10835,0,0,222
South Dakota,1994,263,1408,180,0,2,2435,10377,0,0,212
South Dakota,1995,116,1751,192,0,4,2836,10834,0,0,214
South Dakota,1996,30,1459,232,0,3,2871,11760,0,0,223
South Dakota,1997,15,1530,249,0,3,2951,10609,0,0,215
South Dakota,1998,0,1380,322,0,3,2528,9346,0,0,187
South Dakota,1999,18,1176,312,0,4,2301,9612,0,0,197
South Dakota,2000,22,1134,317,0,5,2842,10154,0,0,211
South Dakota,2001,190,1462,346,0,7,2656,9664,0,0,220
South Dakota,2002,22,1045,372,0,11,2365,10254,0,0,225
South Dakota,2003,15,761,491,0,12,2321,10408,0,0,234
South Dakota,2004,16,1127,548,0,10,2009,9986,0,0,229
South Dakota,2005,16,1185,634,0,17,1977,9886,0,0,186
South Dakota,2006,17,917,667,0,8,1776,9552,0,0,173
South Dakota,2007,17,1302,700,0,1,2550,10362,0,0,183
South Dakota,2008,238,962,812,0,0,2392,11395,0,0,193
South Dakota,2009,183,991,911,0,1,2704,11587,0,0,236
South Dakota,2010,188,1127,1013,0,1,2578,11080,0,0,233
South Dakota,2011,0,1341,746,0,0,2333,11157,0,0,224
South Dakota,2012,37,1027,967,0,0,1918,9496,0,0,196
South Dakota,2013,0,972,967,0,0,1865,12528,0,0,228
South Dakota,2014,0,828,967,0,0,2109,12816,3,0,237
South Dakota,2015,0,772,967,0,0,2129,10995,4,0,296
South Dakota,2016,0,694,967,0,0,2227,11020,4,0,289
South Dakota,2017,0,611,967,0,0,2381,11403,3,0,282
South Dakota,2018,0,655,967,0,1,2297,13413,4,0,378
South Dakota,2019,0,828,967,0,1,2387,14526,4,0,314
Tennessee,1969,6820,2463,0,0,2141,8598,42671,0,0,325
Tennessee,1970,5676,2459,0,0,2260,8857,43660,0,0,303
Tennessee,1971,6978,2475,0,0,2283,8778,45031,0,0,280
